customer_profile_key,age,age_bracket,job,marital_status,education,has_credit_default,has_housing_loan,has_personal_loan
3420,52,46-55,technician,married,unknown,unknown,yes,no
3421,48,46-55,services,married,professional.course,no,yes,no
3422,40,36-45,entrepreneur,married,high.school,no,no,yes
3423,35,26-35,student,single,university.degree,unknown,no,yes
3424,59,56-65,technician,married,professional.course,no,yes,no
3425,43,36-45,management,married,high.school,no,no,no
3426,30,26-35,blue-collar,single,high.school,no,no,no
3427,45,36-45,blue-collar,married,illiterate,unknown,no,yes
3428,60,56-65,retired,married,basic.4y,unknown,yes,no
3429,46,46-55,entrepreneur,married,unknown,unknown,yes,no
3430,31,26-35,blue-collar,divorced,basic.9y,no,yes,no
3431,26,26-35,blue-collar,single,basic.9y,no,yes,yes
3432,35,26-35,entrepreneur,married,high.school,no,no,no
3433,54,46-55,services,single,high.school,unknown,no,no
3434,43,36-45,blue-collar,married,professional.course,no,no,yes
3435,37,36-45,admin.,single,university.degree,no,yes,yes
3436,37,36-45,technician,married,university.degree,unknown,no,no
3437,28,26-35,housemaid,married,basic.6y,unknown,no,no
3438,27,26-35,services,married,high.school,unknown,no,yes
3439,31,26-35,unemployed,married,professional.course,no,yes,no
3440,34,26-35,management,married,unknown,no,yes,no
3441,56,56-65,retired,divorced,basic.4y,no,yes,yes
3442,51,46-55,admin.,married,basic.9y,no,yes,no
3443,37,36-45,blue-collar,married,basic.6y,no,no,yes
3444,48,46-55,retired,divorced,professional.course,no,no,no
3445,34,26-35,blue-collar,single,basic.9y,no,yes,no
3446,39,36-45,technician,single,professional.course,no,no,no
3447,42,36-45,blue-collar,married,unknown,no,no,yes
3448,49,46-55,services,divorced,high.school,unknown,no,yes
3449,43,36-45,technician,married,professional.course,no,no,yes
3450,31,26-35,admin.,divorced,high.school,no,no,yes
3451,53,46-55,blue-collar,divorced,basic.4y,no,yes,no
3452,26,26-35,admin.,single,high.school,no,yes,yes
3453,41,36-45,technician,married,professional.course,no,no,yes
3454,30,26-35,blue-collar,single,university.degree,no,no,no
3455,44,36-45,management,married,university.degree,no,no,yes
3456,31,26-35,services,single,basic.6y,no,yes,no
3457,27,26-35,technician,married,university.degree,no,no,yes
3458,56,56-65,services,married,high.school,unknown,no,yes
3459,30,26-35,admin.,divorced,university.degree,no,no,yes
3460,33,26-35,services,single,basic.9y,no,no,yes
3461,29,26-35,self-employed,married,basic.9y,unknown,yes,no
3462,46,46-55,admin.,single,university.degree,no,no,yes
3463,57,56-65,technician,married,professional.course,no,no,no
3464,33,26-35,self-employed,married,basic.9y,no,no,no
3465,49,46-55,management,married,university.degree,unknown,yes,no
3466,32,26-35,management,married,university.degree,no,no,no
3467,38,36-45,blue-collar,single,basic.6y,no,yes,no
3468,37,36-45,admin.,single,high.school,unknown,yes,no
3469,42,36-45,housemaid,married,professional.course,no,yes,no
3470,49,46-55,technician,married,basic.9y,no,yes,no
3471,59,56-65,admin.,married,university.degree,unknown,no,yes
3472,35,26-35,blue-collar,married,high.school,no,yes,no
3473,51,46-55,blue-collar,married,high.school,no,yes,no
3474,48,46-55,admin.,single,university.degree,no,no,no
3475,46,46-55,blue-collar,married,unknown,no,yes,no
3476,29,26-35,services,single,high.school,no,no,no
3477,44,36-45,technician,married,university.degree,no,no,no
3478,41,36-45,self-employed,married,high.school,no,no,no
3479,42,36-45,technician,single,high.school,no,no,no
3480,38,36-45,blue-collar,married,unknown,no,yes,no
3481,57,56-65,retired,single,professional.course,no,yes,no
3482,47,46-55,blue-collar,married,basic.4y,unknown,yes,no
3483,42,36-45,admin.,married,basic.4y,no,no,no
3484,26,26-35,blue-collar,married,basic.9y,no,yes,no
3485,39,36-45,entrepreneur,married,university.degree,no,yes,no
3486,46,46-55,self-employed,married,basic.9y,unknown,yes,yes
3487,48,46-55,self-employed,married,basic.9y,unknown,no,no
3488,47,46-55,entrepreneur,married,high.school,no,no,no
3489,48,46-55,retired,divorced,professional.course,no,yes,no
3490,30,26-35,blue-collar,married,high.school,no,no,no
3491,28,26-35,blue-collar,married,basic.6y,no,yes,no
3492,32,26-35,services,single,basic.9y,no,yes,no
3493,44,36-45,blue-collar,married,basic.4y,unknown,yes,no
3494,44,36-45,unemployed,married,university.degree,unknown,no,yes
3495,32,26-35,blue-collar,divorced,basic.9y,unknown,yes,no
3496,33,26-35,services,married,professional.course,no,no,no
3497,42,36-45,unemployed,married,high.school,unknown,yes,yes
3498,31,26-35,admin.,married,university.degree,unknown,yes,no
3499,50,46-55,entrepreneur,divorced,university.degree,no,yes,no
3500,42,36-45,services,married,unknown,no,no,no
3501,27,26-35,unemployed,married,high.school,no,yes,yes
3502,56,56-65,technician,married,professional.course,unknown,no,yes
3503,33,26-35,blue-collar,single,basic.9y,unknown,no,yes
3504,28,26-35,admin.,married,high.school,no,unknown,unknown
3505,39,36-45,entrepreneur,married,basic.6y,unknown,yes,yes
3506,52,46-55,admin.,married,basic.6y,no,no,no
3507,51,46-55,admin.,divorced,basic.9y,unknown,yes,no
3508,41,36-45,admin.,single,high.school,no,no,yes
3509,46,46-55,admin.,married,unknown,unknown,no,no
3510,44,36-45,management,divorced,basic.9y,unknown,no,no
3511,42,36-45,housemaid,married,basic.4y,no,yes,no
3512,44,36-45,technician,married,professional.course,no,no,no
3513,59,56-65,retired,divorced,professional.course,no,no,no
3514,54,46-55,housemaid,divorced,unknown,no,no,no
3515,35,26-35,technician,single,high.school,no,no,no
3516,53,46-55,admin.,married,basic.9y,unknown,no,no
3517,49,46-55,admin.,married,university.degree,no,yes,no
3518,40,36-45,services,married,high.school,no,yes,no
3519,34,26-35,admin.,married,university.degree,no,no,yes
3520,41,36-45,unknown,single,basic.9y,no,no,yes
3521,38,36-45,technician,married,basic.9y,no,yes,no
3522,51,46-55,blue-collar,married,basic.6y,unknown,unknown,unknown
3523,45,36-45,blue-collar,married,unknown,unknown,no,no
3524,24,18-25,admin.,married,high.school,no,no,yes
3525,26,26-35,technician,single,high.school,no,yes,no
3526,37,36-45,technician,married,university.degree,unknown,yes,no
3527,32,26-35,services,married,basic.9y,no,yes,no
3528,38,36-45,admin.,married,university.degree,no,no,yes
3529,50,46-55,services,married,high.school,no,yes,no
3530,45,36-45,services,divorced,high.school,unknown,no,no
3531,56,56-65,blue-collar,married,professional.course,no,yes,no
3532,35,26-35,services,married,high.school,no,no,yes
3533,40,36-45,admin.,married,university.degree,unknown,no,yes
3534,58,56-65,admin.,single,university.degree,no,no,no
3535,40,36-45,admin.,married,university.degree,unknown,no,no
3536,28,26-35,services,single,high.school,no,no,yes
3537,36,36-45,entrepreneur,married,university.degree,unknown,yes,yes
3538,44,36-45,services,divorced,high.school,no,no,no
3539,30,26-35,admin.,married,high.school,no,no,no
3540,26,26-35,services,divorced,basic.6y,no,no,yes
3541,43,36-45,blue-collar,single,basic.4y,unknown,yes,no
3542,29,26-35,technician,married,unknown,no,yes,no
3543,34,26-35,services,divorced,basic.9y,unknown,no,yes
3544,47,46-55,technician,married,professional.course,unknown,no,yes
3545,39,36-45,technician,single,high.school,no,yes,no
3546,29,26-35,student,single,high.school,no,no,yes
3547,32,26-35,admin.,single,professional.course,no,yes,no
3548,41,36-45,admin.,married,high.school,no,no,yes
3549,38,36-45,admin.,married,high.school,unknown,yes,no
3550,36,36-45,blue-collar,single,high.school,unknown,no,no
3551,44,36-45,blue-collar,married,high.school,no,yes,no
3552,36,36-45,housemaid,married,basic.4y,no,no,no
3553,24,18-25,services,married,professional.course,no,yes,no
3554,48,46-55,technician,married,basic.4y,unknown,yes,yes
3555,35,26-35,student,single,high.school,no,yes,yes
3556,38,36-45,housemaid,divorced,high.school,unknown,yes,no
3557,47,46-55,unknown,married,unknown,unknown,yes,no
3558,40,36-45,admin.,single,university.degree,no,yes,yes
3559,30,26-35,technician,single,unknown,no,yes,no
3560,56,56-65,retired,married,high.school,no,yes,no
3561,56,56-65,retired,married,high.school,unknown,yes,yes
3562,38,36-45,technician,married,professional.course,unknown,no,no
3563,35,26-35,self-employed,married,university.degree,no,no,no
3564,35,26-35,retired,single,basic.9y,unknown,yes,yes
3565,54,46-55,retired,married,basic.9y,no,no,yes
3566,31,26-35,blue-collar,married,basic.6y,unknown,yes,yes
3567,44,36-45,blue-collar,single,high.school,no,no,yes
3568,59,56-65,retired,married,unknown,unknown,no,no
3569,58,56-65,management,married,university.degree,no,no,yes
3570,37,36-45,admin.,married,basic.6y,no,no,no
3571,52,46-55,entrepreneur,divorced,high.school,no,no,no
3572,31,26-35,admin.,married,high.school,unknown,yes,yes
3573,41,36-45,unknown,married,basic.6y,unknown,no,no
3574,41,36-45,services,married,basic.6y,unknown,yes,no
3575,41,36-45,management,divorced,basic.9y,no,yes,yes
3576,44,36-45,unemployed,married,basic.6y,no,yes,yes
3577,24,18-25,blue-collar,single,high.school,no,unknown,unknown
3578,51,46-55,services,single,high.school,unknown,no,no
3579,50,46-55,blue-collar,single,basic.4y,no,yes,no
3580,57,56-65,admin.,married,university.degree,unknown,yes,no
3581,48,46-55,admin.,divorced,university.degree,no,yes,no
3582,43,36-45,entrepreneur,married,high.school,no,no,yes
3583,43,36-45,entrepreneur,married,high.school,no,yes,yes
3584,29,26-35,technician,single,high.school,no,no,no
3585,41,36-45,unemployed,married,university.degree,unknown,no,no
3586,43,36-45,entrepreneur,divorced,high.school,unknown,yes,no
3587,49,46-55,technician,married,university.degree,no,no,no
3588,38,36-45,technician,single,high.school,no,yes,no
3589,58,56-65,admin.,married,high.school,no,yes,no
3590,31,26-35,management,single,high.school,no,no,no
3591,30,26-35,blue-collar,married,basic.6y,no,yes,no
3592,35,26-35,admin.,married,high.school,no,no,yes
3593,41,36-45,unemployed,married,basic.9y,unknown,yes,yes
3594,30,26-35,blue-collar,single,basic.9y,unknown,yes,yes
3595,34,26-35,blue-collar,married,basic.6y,no,no,yes
3596,30,26-35,technician,single,university.degree,no,no,no
3597,37,36-45,housemaid,married,high.school,no,yes,no
3598,41,36-45,admin.,single,high.school,unknown,yes,no
3599,40,36-45,blue-collar,married,high.school,no,no,yes
3600,42,36-45,technician,single,basic.9y,no,no,no
3601,44,36-45,management,married,university.degree,unknown,yes,no
3602,29,26-35,admin.,single,high.school,no,no,yes
3603,41,36-45,entrepreneur,married,university.degree,unknown,yes,no
3604,27,26-35,services,single,basic.9y,no,no,no
3605,29,26-35,blue-collar,married,basic.4y,no,yes,no
3606,38,36-45,unknown,married,basic.6y,no,yes,no
3607,27,26-35,blue-collar,married,basic.9y,unknown,yes,yes
3608,38,36-45,housemaid,married,basic.9y,no,yes,no
3609,51,46-55,blue-collar,married,unknown,unknown,no,yes
3610,47,46-55,admin.,married,basic.4y,no,no,no
3611,28,26-35,blue-collar,single,basic.4y,no,yes,no
3612,33,26-35,technician,single,university.degree,no,no,yes
3613,59,56-65,retired,married,professional.course,unknown,yes,yes
3614,51,46-55,retired,married,basic.9y,no,unknown,unknown
3615,25,18-25,blue-collar,married,high.school,unknown,yes,yes
3616,35,26-35,services,married,basic.6y,no,no,no
3617,52,46-55,unemployed,married,unknown,no,no,no
3618,43,36-45,technician,married,basic.9y,unknown,no,no
3619,36,36-45,self-employed,single,professional.course,no,yes,no
3620,33,26-35,services,single,basic.9y,no,no,no
3621,34,26-35,management,married,professional.course,unknown,no,no
3622,55,46-55,services,married,high.school,unknown,yes,yes
3623,42,36-45,unemployed,married,high.school,unknown,no,no
3624,58,56-65,management,married,basic.6y,no,yes,no
3625,43,36-45,management,married,university.degree,no,yes,no
3626,45,36-45,admin.,single,unknown,unknown,no,no
3627,31,26-35,unemployed,married,professional.course,no,yes,yes
3628,42,36-45,services,married,high.school,no,yes,no
3629,30,26-35,student,single,unknown,unknown,yes,no
3630,46,46-55,self-employed,married,basic.9y,unknown,no,yes
3631,51,46-55,entrepreneur,divorced,university.degree,unknown,no,yes
3632,56,56-65,retired,married,basic.4y,unknown,yes,no
3633,57,56-65,unemployed,married,basic.9y,unknown,yes,no
3634,26,26-35,blue-collar,married,professional.course,unknown,yes,no
3635,51,46-55,entrepreneur,single,unknown,no,yes,no
3636,51,46-55,admin.,divorced,university.degree,no,no,no
3637,37,36-45,self-employed,married,basic.9y,unknown,no,no
3638,43,36-45,entrepreneur,married,basic.9y,unknown,no,no
3639,54,46-55,admin.,divorced,university.degree,no,yes,yes
3640,44,36-45,housemaid,married,basic.9y,unknown,yes,no
3641,48,46-55,admin.,married,university.degree,no,no,no
3642,50,46-55,technician,divorced,professional.course,no,no,no
3643,29,26-35,self-employed,married,high.school,no,no,no
3644,52,46-55,management,married,unknown,unknown,yes,no
3645,48,46-55,blue-collar,married,basic.4y,unknown,yes,yes
3646,28,26-35,entrepreneur,married,basic.9y,no,no,no
3647,44,36-45,admin.,married,university.degree,unknown,yes,yes
3648,30,26-35,admin.,married,university.degree,unknown,yes,no
3649,32,26-35,management,married,high.school,no,no,no
3650,24,18-25,admin.,married,basic.9y,no,yes,no
3651,55,46-55,management,married,university.degree,no,yes,yes
3652,28,26-35,blue-collar,single,high.school,unknown,yes,no
3653,37,36-45,management,divorced,high.school,no,yes,no
3654,44,36-45,blue-collar,single,professional.course,unknown,no,no
3655,39,36-45,blue-collar,married,basic.9y,no,yes,yes
3656,31,26-35,management,single,high.school,no,yes,no
3657,36,36-45,blue-collar,married,high.school,unknown,yes,no
3658,47,46-55,technician,single,university.degree,unknown,yes,yes
3659,57,56-65,technician,married,university.degree,unknown,no,yes
3660,39,36-45,entrepreneur,married,basic.6y,unknown,no,no
3661,37,36-45,blue-collar,divorced,basic.9y,unknown,no,no
3662,29,26-35,services,divorced,high.school,no,no,yes
3663,53,46-55,housemaid,married,basic.4y,unknown,no,no
3664,31,26-35,technician,single,professional.course,unknown,yes,no
3665,38,36-45,student,single,university.degree,no,yes,no
3666,27,26-35,blue-collar,married,basic.4y,no,yes,no
3667,46,46-55,entrepreneur,married,basic.9y,no,no,no
3668,54,46-55,retired,divorced,high.school,no,yes,no
3669,37,36-45,services,divorced,high.school,no,yes,yes
3670,41,36-45,blue-collar,single,high.school,no,yes,no
3671,49,46-55,admin.,divorced,basic.9y,no,yes,yes
3672,23,18-25,blue-collar,married,basic.9y,no,no,no
3673,49,46-55,blue-collar,married,high.school,no,no,no
3674,37,36-45,blue-collar,married,high.school,no,yes,yes
3675,42,36-45,services,married,high.school,unknown,yes,yes
3676,55,46-55,housemaid,divorced,unknown,unknown,yes,no
3677,44,36-45,blue-collar,single,basic.6y,no,no,yes
3678,41,36-45,services,married,high.school,no,yes,no
3679,32,26-35,management,married,university.degree,no,yes,no
3680,57,56-65,admin.,married,basic.6y,unknown,yes,no
3681,50,46-55,blue-collar,married,basic.6y,unknown,yes,yes
3682,52,46-55,technician,divorced,university.degree,no,no,no
3683,34,26-35,technician,single,professional.course,no,yes,no
3684,40,36-45,management,married,high.school,no,yes,yes
3685,36,36-45,entrepreneur,married,university.degree,unknown,no,no
3686,32,26-35,management,married,high.school,no,yes,yes
3687,38,36-45,blue-collar,single,high.school,no,no,no
3688,24,18-25,blue-collar,married,basic.9y,no,no,no
3689,30,26-35,admin.,married,basic.9y,no,yes,yes
3690,45,36-45,services,divorced,unknown,no,yes,no
3691,48,46-55,blue-collar,married,professional.course,no,yes,yes
3692,47,46-55,management,married,professional.course,no,no,no
3693,36,36-45,technician,single,high.school,no,yes,yes
3694,37,36-45,technician,single,high.school,unknown,yes,yes
3695,35,26-35,admin.,married,high.school,unknown,yes,yes
3696,41,36-45,services,married,university.degree,no,yes,no
3697,50,46-55,entrepreneur,married,basic.9y,no,no,no
3698,40,36-45,technician,married,basic.9y,no,yes,no
3699,39,36-45,entrepreneur,married,basic.9y,no,no,no
3700,46,46-55,self-employed,single,high.school,no,yes,no
3701,57,56-65,retired,married,high.school,unknown,no,no
3702,31,26-35,services,single,basic.9y,no,no,no
3703,35,26-35,services,single,high.school,unknown,no,yes
3704,41,36-45,blue-collar,divorced,basic.9y,unknown,no,no
3705,49,46-55,blue-collar,married,basic.4y,no,unknown,unknown
3706,33,26-35,blue-collar,single,basic.6y,no,no,no
3707,38,36-45,unemployed,single,high.school,no,yes,no
3708,33,26-35,services,married,high.school,no,yes,yes
3709,34,26-35,technician,divorced,professional.course,no,unknown,unknown
3710,32,26-35,blue-collar,married,professional.course,unknown,yes,no
3711,25,18-25,admin.,married,high.school,no,yes,yes
3712,38,36-45,management,married,high.school,no,no,no
3713,26,26-35,admin.,single,university.degree,no,no,no
3714,34,26-35,blue-collar,married,basic.6y,unknown,no,no
3715,35,26-35,services,married,basic.9y,unknown,yes,no
3716,51,46-55,blue-collar,divorced,basic.6y,unknown,no,no
3717,50,46-55,housemaid,married,basic.4y,no,no,no
3718,44,36-45,technician,divorced,basic.9y,unknown,no,no
3719,44,36-45,technician,divorced,basic.9y,unknown,yes,yes
3720,53,46-55,housemaid,married,basic.4y,no,yes,no
3721,32,26-35,unknown,married,basic.6y,unknown,yes,no
3722,26,26-35,technician,single,professional.course,no,no,no
3723,36,36-45,services,single,high.school,no,yes,yes
3724,50,46-55,admin.,divorced,high.school,no,no,no
3725,45,36-45,admin.,married,basic.6y,no,yes,yes
3726,37,36-45,blue-collar,married,basic.9y,no,unknown,unknown
3727,57,56-65,self-employed,married,basic.9y,unknown,yes,yes
3728,46,46-55,services,divorced,high.school,no,yes,no
3729,37,36-45,blue-collar,single,professional.course,no,yes,no
3730,51,46-55,self-employed,single,university.degree,no,yes,no
3731,30,26-35,blue-collar,married,basic.9y,unknown,no,yes
3732,24,18-25,blue-collar,married,basic.4y,unknown,yes,no
3733,38,36-45,blue-collar,married,basic.6y,unknown,no,yes
3734,27,26-35,services,married,high.school,unknown,yes,no
3735,31,26-35,blue-collar,divorced,basic.6y,no,no,no
3736,33,26-35,admin.,divorced,high.school,unknown,no,no
3737,44,36-45,blue-collar,married,basic.4y,unknown,yes,yes
3738,60,56-65,unknown,married,university.degree,no,no,no
3739,37,36-45,blue-collar,single,basic.6y,unknown,no,no
3740,51,46-55,technician,married,university.degree,no,yes,no
3741,38,36-45,management,single,university.degree,no,no,no
3742,49,46-55,unknown,married,high.school,unknown,yes,no
3743,56,56-65,retired,married,basic.4y,no,yes,yes
3744,35,26-35,entrepreneur,divorced,university.degree,no,no,no
3745,34,26-35,blue-collar,married,basic.9y,unknown,no,no
3746,29,26-35,self-employed,married,university.degree,unknown,yes,no
3747,48,46-55,technician,married,basic.6y,no,no,yes
3748,53,46-55,self-employed,married,university.degree,no,no,yes
3749,30,26-35,blue-collar,married,basic.4y,no,yes,no
3750,26,26-35,technician,married,basic.6y,no,no,yes
3751,33,26-35,self-employed,married,high.school,no,yes,no
3752,43,36-45,blue-collar,married,high.school,unknown,yes,no
3753,22,18-25,services,single,basic.9y,no,no,no
3754,45,36-45,technician,married,basic.9y,unknown,no,no
3755,48,46-55,unemployed,married,basic.4y,no,yes,no
3756,27,26-35,admin.,divorced,high.school,no,no,no
3757,35,26-35,admin.,married,basic.9y,no,no,no
3758,34,26-35,entrepreneur,single,professional.course,no,no,no
3759,30,26-35,self-employed,married,basic.9y,no,no,no
3760,29,26-35,self-employed,married,basic.6y,unknown,yes,no
3761,35,26-35,blue-collar,divorced,basic.9y,unknown,no,no
3762,32,26-35,blue-collar,divorced,basic.4y,no,no,no
3763,50,46-55,services,single,high.school,unknown,no,no
3764,37,36-45,technician,single,university.degree,no,yes,yes
3765,27,26-35,services,married,professional.course,no,no,no
3766,29,26-35,admin.,single,university.degree,no,no,yes
3767,49,46-55,blue-collar,married,basic.6y,no,no,no
3768,44,36-45,unknown,single,basic.9y,unknown,yes,no
3769,39,36-45,management,single,university.degree,no,yes,no
3770,55,46-55,management,married,university.degree,unknown,no,no
3771,53,46-55,admin.,single,basic.6y,no,yes,no
3772,52,46-55,management,divorced,university.degree,no,no,yes
3773,32,26-35,blue-collar,married,professional.course,no,no,yes
3774,44,36-45,admin.,married,unknown,no,no,no
3775,29,26-35,services,single,professional.course,no,no,yes
3776,30,26-35,services,married,high.school,unknown,yes,yes
3777,30,26-35,management,married,basic.9y,no,yes,no
3778,22,18-25,admin.,married,high.school,no,no,no
3779,34,26-35,blue-collar,single,high.school,no,no,yes
3780,50,46-55,services,married,basic.6y,no,no,no
3781,31,26-35,management,single,university.degree,unknown,yes,no
3782,52,46-55,management,married,professional.course,no,yes,yes
3783,58,56-65,admin.,married,basic.9y,unknown,no,no
3784,45,36-45,blue-collar,divorced,basic.4y,no,no,no
3785,48,46-55,blue-collar,married,high.school,unknown,yes,yes
3786,37,36-45,self-employed,divorced,high.school,no,no,no
3787,59,56-65,entrepreneur,married,university.degree,unknown,yes,no
3788,32,26-35,blue-collar,married,high.school,unknown,no,no
3789,34,26-35,unknown,married,basic.4y,unknown,yes,no
3790,40,36-45,retired,married,professional.course,no,no,no
3791,25,18-25,admin.,married,unknown,no,no,no
3792,54,46-55,technician,married,basic.4y,no,no,no
3793,35,26-35,services,married,high.school,unknown,yes,no
3794,53,46-55,technician,married,professional.course,no,yes,yes
3795,57,56-65,management,divorced,high.school,no,no,no
3796,38,36-45,blue-collar,single,basic.4y,no,unknown,unknown
3797,50,46-55,services,married,professional.course,unknown,no,yes
3798,45,36-45,admin.,divorced,basic.9y,no,no,no
3799,58,56-65,retired,married,professional.course,unknown,no,no
3800,24,18-25,unemployed,single,university.degree,no,no,yes
3801,26,26-35,services,single,basic.9y,no,yes,yes
3802,38,36-45,entrepreneur,married,university.degree,unknown,no,no
3803,52,46-55,technician,married,professional.course,unknown,yes,no
3804,29,26-35,blue-collar,married,high.school,unknown,no,no
3805,37,36-45,technician,married,university.degree,no,yes,no
3806,43,36-45,admin.,married,high.school,no,no,yes
3807,34,26-35,technician,single,professional.course,no,no,yes
3808,51,46-55,management,divorced,university.degree,no,no,no
3809,46,46-55,admin.,single,high.school,unknown,yes,no
3810,46,46-55,self-employed,married,university.degree,no,yes,no
3811,47,46-55,blue-collar,married,basic.4y,unknown,unknown,unknown
3812,60,56-65,retired,divorced,basic.4y,unknown,yes,no
3813,57,56-65,management,single,basic.9y,no,yes,no
3814,55,46-55,technician,married,basic.6y,no,yes,no
3815,30,26-35,technician,married,high.school,no,yes,no
3816,32,26-35,admin.,single,high.school,no,yes,no
3817,45,36-45,admin.,married,university.degree,unknown,yes,no
3818,53,46-55,housemaid,married,basic.6y,no,unknown,unknown
3819,57,56-65,entrepreneur,married,university.degree,no,yes,no
3820,55,46-55,retired,married,high.school,no,yes,no
3821,30,26-35,blue-collar,divorced,basic.9y,no,no,no
3822,24,18-25,blue-collar,single,basic.9y,no,no,no
3823,31,26-35,blue-collar,single,high.school,no,no,yes
3824,25,18-25,entrepreneur,single,high.school,no,yes,no
3825,39,36-45,management,divorced,university.degree,no,yes,no
3826,41,36-45,admin.,married,basic.9y,no,no,no
3827,28,26-35,self-employed,single,basic.9y,no,yes,no
3828,55,46-55,admin.,married,high.school,unknown,no,no
3829,32,26-35,blue-collar,single,high.school,no,yes,no
3830,50,46-55,admin.,married,high.school,no,yes,no
3831,35,26-35,blue-collar,married,basic.4y,unknown,yes,no
3832,50,46-55,services,single,basic.4y,no,yes,no
3833,24,18-25,blue-collar,single,basic.9y,no,yes,no
3834,56,56-65,technician,married,university.degree,unknown,yes,no
3835,33,26-35,unemployed,single,university.degree,no,yes,no
3836,47,46-55,services,married,university.degree,no,yes,no
3837,50,46-55,admin.,single,university.degree,no,no,no
3838,38,36-45,unemployed,divorced,high.school,no,no,no
3839,51,46-55,technician,married,basic.9y,no,yes,no
3840,29,26-35,admin.,married,basic.9y,no,yes,no
3841,29,26-35,housemaid,married,university.degree,no,no,no
3842,39,36-45,services,single,high.school,unknown,yes,no
3843,50,46-55,self-employed,unknown,basic.6y,no,no,no
3844,52,46-55,management,divorced,university.degree,no,yes,no
3845,30,26-35,entrepreneur,single,high.school,no,no,no
3846,35,26-35,admin.,single,professional.course,unknown,yes,no
3847,52,46-55,self-employed,married,basic.9y,unknown,yes,no
3848,53,46-55,services,divorced,university.degree,no,yes,no
3849,25,18-25,technician,single,university.degree,no,unknown,unknown
3850,27,26-35,admin.,divorced,high.school,no,yes,no
3851,30,26-35,services,married,university.degree,no,no,no
3852,29,26-35,blue-collar,married,high.school,no,yes,no
3853,40,36-45,blue-collar,married,high.school,unknown,no,no
3854,35,26-35,blue-collar,married,high.school,no,no,yes
3855,45,36-45,admin.,single,professional.course,no,no,no
3856,54,46-55,retired,married,basic.4y,unknown,no,no
3857,59,56-65,retired,divorced,basic.4y,no,no,no
3858,26,26-35,blue-collar,single,basic.9y,no,yes,no
3859,50,46-55,admin.,married,university.degree,no,no,yes
3860,48,46-55,admin.,single,basic.6y,unknown,yes,no
3861,33,26-35,management,married,university.degree,unknown,yes,no
3862,34,26-35,services,single,basic.9y,unknown,yes,yes
3863,51,46-55,retired,married,professional.course,no,yes,yes
3864,25,18-25,technician,married,high.school,no,yes,no
3865,46,46-55,admin.,divorced,university.degree,unknown,yes,no
3866,40,36-45,services,single,high.school,unknown,no,no
3867,50,46-55,management,single,university.degree,no,unknown,unknown
3868,49,46-55,services,divorced,high.school,no,no,no
3869,39,36-45,blue-collar,single,basic.4y,unknown,unknown,unknown
3870,38,36-45,technician,single,high.school,no,no,no
3871,42,36-45,technician,single,high.school,unknown,yes,no
3872,52,46-55,admin.,divorced,university.degree,no,yes,no
3873,31,26-35,management,divorced,basic.6y,no,no,no
3874,39,36-45,technician,married,basic.6y,no,yes,no
3875,30,26-35,management,single,university.degree,no,no,no
3876,52,46-55,services,divorced,high.school,unknown,yes,no
3877,52,46-55,entrepreneur,married,basic.9y,unknown,yes,no
3878,42,36-45,blue-collar,divorced,basic.4y,no,yes,yes
3879,57,56-65,management,divorced,high.school,no,yes,no
3880,37,36-45,admin.,divorced,university.degree,no,unknown,unknown
3881,39,36-45,blue-collar,single,professional.course,unknown,no,no
3882,56,56-65,retired,married,university.degree,no,yes,no
3883,49,46-55,blue-collar,single,basic.4y,no,yes,no
3884,41,36-45,entrepreneur,single,basic.4y,no,no,no
3885,43,36-45,blue-collar,married,basic.9y,no,yes,no
3886,32,26-35,blue-collar,married,basic.6y,no,no,no
3887,46,46-55,blue-collar,married,basic.4y,unknown,yes,yes
3888,30,26-35,technician,married,professional.course,no,yes,yes
3889,33,26-35,services,married,basic.9y,unknown,yes,no
3890,59,56-65,technician,divorced,professional.course,no,no,no
3891,59,56-65,housemaid,married,basic.4y,no,yes,no
3892,35,26-35,management,married,professional.course,no,yes,yes
3893,60,56-65,technician,divorced,professional.course,unknown,no,no
3894,35,26-35,management,married,professional.course,no,no,no
3895,35,26-35,blue-collar,divorced,basic.4y,unknown,no,no
3896,59,56-65,retired,married,basic.4y,unknown,yes,yes
3897,34,26-35,technician,married,university.degree,no,no,yes
3898,33,26-35,self-employed,married,university.degree,no,yes,yes
3899,37,36-45,blue-collar,married,professional.course,unknown,yes,no
3900,58,56-65,unknown,married,basic.4y,no,yes,no
3901,43,36-45,entrepreneur,divorced,high.school,no,yes,no
3902,56,56-65,technician,married,basic.9y,no,yes,no
3903,47,46-55,admin.,married,high.school,no,no,yes
3904,57,56-65,blue-collar,divorced,basic.9y,no,yes,no
3905,34,26-35,blue-collar,single,university.degree,no,no,no
3906,52,46-55,admin.,married,high.school,unknown,yes,no
3907,43,36-45,services,married,high.school,unknown,no,no
3908,42,36-45,unemployed,married,basic.9y,no,no,no
3909,42,36-45,admin.,single,university.degree,unknown,yes,yes
3910,38,36-45,technician,divorced,basic.9y,no,no,no
3911,47,46-55,admin.,married,basic.9y,no,yes,no
3912,38,36-45,admin.,married,university.degree,no,yes,yes
3913,36,36-45,blue-collar,married,professional.course,unknown,yes,yes
3914,33,26-35,blue-collar,single,high.school,no,yes,no
3915,44,36-45,blue-collar,divorced,basic.9y,no,yes,no
